symbol,isin,company_name,category,label_source,reasoning
INDUSTOWER,INE121J01017,INDUS TOWERS LTD,Owner,rev1_ai_judge,
ESCORTS,INE042A01014,ESCORTS KUBOTA LTD,Owner,rev1_ai_judge,
PATANJALI,INE619A01035,PATANJALI FOODS LTD,Owner,rev1_ai_judge,
POONAWALLA,INE511C01022,POONAWALLA FINCORP LTD,Owner,rev1_ai_judge,
HAVELLS,INE176B01034,HAVELLS INDIA LTD,Owner,rev1_ai_judge,
PARKHOSPS,INE119201023,Park Medi World Limited,Owner,machine_inferred,
PGEL,INE457L01029,PG ELECTROPLAST LTD,Owner,rev1_ai_judge,
TRIDENT,INE064C01022,TRIDENT LTD,Owner,rev1_ai_judge,
STYRENIX,INE189B01011,Styrenix Performance Materials Limited,Owner,machine_inferred,
SHRIRAMFIN,INE721A01047,SHRIRAM FINANCE LTD,Owner,rev1_ai_judge,
GREAVESCOT,INE224A01026,GREAVES COTTON LTD,Owner,rev1_ai_judge,
HINDZINC,INE267A01025,HINDUSTAN ZINC LTD,Owner,rev1_ai_judge,
STLTECH,INE089C01029,STERLITE TECHNOLOGIES LTD,Owner,rev1_ai_judge,
VEDL,INE205A01025,VEDANTA LTD,Owner,rev1_ai_judge,
BBTC,INE050A01025,BOMBAY BURMAH TRADING CORP,Owner,rev1_ai_judge,
BOMDYEING,INE032A01023,BOMBAY DYEING & MFG CO LTD,Owner,rev1_ai_judge,
BRITANNIA,INE216A01030,BRITANNIA INDUSTRIES LTD,Owner,rev1_ai_judge,
3MINDIA,INE470A01017,3M INDIA LTD,MNC,rev1_ai_judge,
AADHARHFC,INE883F01010,Aadhar Housing Finance Limited,Professional,machine_inferred,
AAVAS,INE216P01012,AAVAS FINANCIERS LTD,Professional,rev1_ai_judge,
ABB,INE117A01022,ABB INDIA LTD,MNC,rev1_ai_judge,
ABBOTINDIA,INE358A01014,ABBOTT INDIA LTD,MNC,rev1_ai_judge,
AKZOINDIA,INE133A01011,Akzo Nobel India Limited,Professional,machine_inferred,
AXISBANK,INE238A01034,AXIS BANK LTD,Professional,rev1_ai_judge,
BALMLAWRIE,INE164A01016,BALMER LAWRIE & CO LTD,State,rev1_ai_judge,
BANKBARODA,INE028A01039,BANK OF BARODA,State,rev1_ai_judge,
BANKINDIA,INE084A01016,BANK OF INDIA,State,rev1_ai_judge,
BATAINDIA,INE176A01028,BATA INDIA LTD,MNC,rev1_ai_judge,
BAYERCROP,INE462A01022,BAYER CROPSCIENCE LTD,MNC,rev1_ai_judge,
BBOX,INE676A01027,Black Box Limited,Professional,machine_inferred,
BDL,INE171Z01026,BHARAT DYNAMICS LTD,State,rev1_ai_judge,
BEL,INE263A01024,BHARAT ELECTRONICS LTD,State,rev1_ai_judge,
BEML,INE258A01024,BEML LTD,State,rev1_ai_judge,
BHEL,INE257A01026,BHARAT HEAVY ELECTRICALS,State,rev1_ai_judge,
BLUEDART,INE233B01017,Blue Dart Express Limited,Professional,machine_inferred,
BOSCHLTD,INE323A01026,BOSCH LTD,MNC,rev1_ai_judge,
BPCL,INE029A01011,BHARAT PETROLEUM CORP LTD,State,rev1_ai_judge,
BSE,INE118H01025,BSE LTD,Professional,rev1_ai_judge,
CAMS,INE596I01020,COMPUTER AGE MANAGEMENT SERV,Professional,rev1_ai_judge,
CANBK,INE476A01022,CANARA BANK,State,rev1_ai_judge,
CANFINHOME,INE477A01020,CAN FIN HOMES LTD,State,rev1_ai_judge,
CANHLIFE,INE01TY01017,Canara HSBC Life Insurance Company Limited,Professional,machine_inferred,
CARTRADE,INE290S01011,CARTRADE TECH LTD,Professional,rev1_ai_judge,
CASTROLIND,INE172A01027,CASTROL INDIA LTD,MNC,rev1_ai_judge,
CDSL,INE736A01011,CENTRAL DEPOSITORY SERVICES,Professional,rev1_ai_judge,
CEMPRO,INE686A01026,CEMINDIA PROJECTS LTD,MNC,rev1_ai_judge,
CENTRALBK,INE483A01010,CENTRAL BANK OF INDIA,State,rev1_ai_judge,
CHENNPETRO,INE178A01016,CHENNAI PETROLEUM CORP LTD,State,rev1_ai_judge,
CIEINDIA,INE536H01010,CIE AUTOMOTIVE INDIA LTD,MNC,rev1_ai_judge,
CIGNITITEC,INE675C01017,Cigniti Technologies Limited,Professional,machine_inferred,
CMSINFO,INE925R01014,CMS INFO SYSTEMS LTD,Professional,rev1_ai_judge,
COALINDIA,INE522F01014,COAL INDIA LTD,State,rev1_ai_judge,
COCHINSHIP,INE704P01025,COCHIN SHIPYARD LTD,State,rev1_ai_judge,
COFORGE,INE591G01025,COFORGE LIMITED,MNC,rev1_ai_judge,
COHANCE,INE03QK01018,COHANCE LIFESCIENCES LTD,Professional,rev1_ai_judge,
COLPAL,INE259A01022,COLGATE PALMOLIVE (INDIA),MNC,rev1_ai_judge,
CONCOR,INE111A01025,CONTAINER CORP OF INDIA LTD,State,rev1_ai_judge,
CRAMC,INE218I01013,Canara Robeco Asset Management Company Limited,Professional,machine_inferred,
CREDITACC,INE741K01010,CREDITACCESS GRAMEEN LTD,Professional,rev1_ai_judge,
CRISIL,INE007A01025,CRISIL Limited,Professional,machine_inferred,
CROMPTON,INE299U01018,CROMPTON GREAVES CONSUMER EL,Professional,rev1_ai_judge,
CSBBANK,INE679A01013,CSB BANK LTD,Professional,rev1_ai_judge,
CUB,INE491A01021,CITY UNION BANK LTD,Professional,rev1_ai_judge,
CUMMINSIND,INE298A01020,CUMMINS INDIA LTD,MNC,rev1_ai_judge,
DCBBANK,INE503A01015,DCB BANK LTD,Professional,rev1_ai_judge,
DELHIVERY,INE148O01028,DELHIVERY LTD,Professional,rev1_ai_judge,
ENGINERSIN,INE510A01028,ENGINEERS INDIA LTD,State,rev1_ai_judge,
ENRIN,INE1NPP01017,Siemens Energy India Limited,Professional,machine_inferred,
EPL,INE255A01020,EPL LTD,MNC,rev1_ai_judge,
EQUITASBNK,INE063P01018,EQUITAS SMALL FINANCE BANK L,Professional,rev1_ai_judge,
ETERNAL,INE758T01015,ETERNAL LTD,Professional,rev1_ai_judge,
EUREKAFORB,INE0KCE01017,Eureka Forbes Limited,Professional,machine_inferred,
FACT,INE188A01015,FERTILISERS & CHEM TRAVANCR,State,rev1_ai_judge,
FEDERALBNK,INE171A01029,FEDERAL BANK LTD,Professional,rev1_ai_judge,
FEDFINA,INE007N01010,Fedbank Financial Services Limited,Professional,machine_inferred,
FINOPB,INE02NC01014,FINO PAYMENTS BANK LTD,Professional,rev1_ai_judge,
FORTIS,INE061F01013,FORTIS HEALTHCARE LTD,MNC,rev1_ai_judge,
GAIL,INE129A01019,GAIL INDIA LTD,State,rev1_ai_judge,
GICRE,INE481Y01014,GENERAL INS CORP OF INDIA,State,rev1_ai_judge,
GILLETTE,INE322A01010,GILLETTE INDIA LTD,MNC,rev1_ai_judge,
GLAXO,INE159A01016,GlaxoSmithKline Pharmaceuticals Limited,Professional,machine_inferred,
GMDCLTD,INE131A01031,GUJARAT MINERAL DEV CORP LTD,state,rev1_ai_judge,
GNFC,INE113A01013,GUJARAT NARMADA VALLEY FERT,State,rev1_ai_judge,
GPPL,INE517F01014,GUJARAT PIPAVAV PORT LTD,MNC,rev1_ai_judge,
GRSE,INE382Z01011,GARDEN REACH SHIPBUILDERS &,State,rev1_ai_judge,
GSFC,INE026A01025,GUJARAT STATE FERT & CHEMICA,State,rev1_ai_judge,
GSPL,INE246F01010,GUJARAT STATE PETRONET LTD,State,rev1_ai_judge,
GUJALKALI,INE186A01019,GUJARAT ALKALIES & CHEMICALS,State,rev1_ai_judge,
GUJGASLTD,INE844O01030,GUJARAT GAS LTD,State,rev1_ai_judge,
GVT&D,INE200A01026,GE Vernova T&D India Limited,MNC,machine_inferred,
HAL,INE066F01020,HINDUSTAN AERONAUTICS LTD,State,rev1_ai_judge,
HCG,INE075I01017,Healthcare Global Enterprises Limited,Professional,machine_inferred,
HDBFS,INE756I01012,HDB Financial Services Limited,Professional,machine_inferred,
HDFCAMC,INE127D01025,HDFC ASSET MANAGEMENT CO LTD,Professional,rev1_ai_judge,
HDFCBANK,INE040A01034,HDFC BANK LIMITED,Professional,rev1_ai_judge,
HDFCLIFE,INE795G01014,HDFC LIFE INSURANCE CO LTD,Professional,rev1_ai_judge,
HEMIPROP,INE0AJG01018,Hemisphere Properties India Limited,State,machine_inferred,
HEXT,INE093A01041,Hexaware Technologies Limited,Professional,machine_inferred,
HINDCOPPER,INE531E01026,HINDUSTAN COPPER LTD,State,rev1_ai_judge,
HINDPETRO,INE094A01015,HINDUSTAN PETROLEUM CORP,State,rev1_ai_judge,
HINDUNILVR,INE030A01027,HINDUSTAN UNILEVER LTD,MNC,rev1_ai_judge,
HOMEFIRST,INE481N01025,HOME FIRST FINANCE CO INDIA,Professional,rev1_ai_judge,
HONAUT,INE671A01010,HONEYWELL AUTOMATION INDIA,MNC,rev1_ai_judge,
HUDCO,INE031A01017,HOUSING & URBAN DEV CORP LTD,State,rev1_ai_judge,
HYUNDAI,INE0V6F01027,HYUNDAI MOTOR INDIA LTD,MNC,rev1_ai_judge,
ICICIAMC,INE346A01027,ICICI Prudential Asset Management Company Limited,Professional,machine_inferred,
ICICIBANK,INE090A01021,ICICI BANK LTD,Professional,rev1_ai_judge,
ICICIGI,INE765G01017,ICICI LOMBARD GENERAL INSURA,Professional,rev1_ai_judge,
ICICIPRULI,INE726G01019,ICICI PRUDENTIAL LIFE INSURA,Professional,rev1_ai_judge,
IDBI,INE008A01015,IDBI BANK LTD,State,rev1_ai_judge,
IDFCFIRSTB,INE092T01019,IDFC FIRST BANK LTD,Professional,rev1_ai_judge,
IEX,INE022Q01020,INDIAN ENERGY EXCHANGE LTD,Professional,rev1_ai_judge,
IFCI,INE039A01010,IFCI LTD,State,rev1_ai_judge,
IGIL,INE0Q9301021,International Gemmological Institute (India) Limited,Professional,machine_inferred,
IGL,INE203G01027,INDRAPRASTHA GAS LTD,State,rev1_ai_judge,
INDHOTEL,INE053A01029,INDIAN HOTELS CO LTD,Professional,rev1_ai_judge,
INDIANB,INE562A01011,INDIAN BANK,State,rev1_ai_judge,
IOB,INE565A01014,INDIAN OVERSEAS BANK,State,rev1_ai_judge,
IOC,INE242A01010,INDIAN OIL CORP LTD,State,rev1_ai_judge,
IRCON,INE962Y01021,IRCON INTERNATIONAL LTD,State,rev1_ai_judge,
IRCTC,INE335Y01020,INDIAN RAILWAY CATERING & TO,State,rev1_ai_judge,
IREDA,INE202E01016,Indian Renewable Energy Development Agency Limited,State,machine_inferred,
IRFC,INE053F01010,INDIAN RAILWAY FINANCE CORP,State,rev1_ai_judge,
ITC,INE154A01025,ITC LTD,Professional,rev1_ai_judge,
ITCHOTELS,INE379A01028,ITC Hotels Limited,Professional,machine_inferred,
ITI,INE248A01017,ITI LTD,State,rev1_ai_judge,
J&KBANK,INE168A01041,JAMMU & KASHMIR BANK LTD,State,rev1_ai_judge,
JBCHEPHARM,INE572A01036,J.B. CHEMICALS & PHARMA LTD,Professional,rev1_ai_judge,
JSFB,INE953L01027,Jana Small Finance Bank Limited,Professional,machine_inferred,
KANSAINER,INE531A01024,KANSAI NEROLAC PAINTS LTD,MNC,rev1_ai_judge,
KFINTECH,INE138Y01010,KFIN TECHNOLOGIES LTD,Professional,rev1_ai_judge,
KIOCL,INE880L01014,KIOCL LTD,State,rev1_ai_judge,
KTKBANK,INE614B01018,KARNATAKA BANK LTD,Professional,rev1_ai_judge,
LGEINDIA,INE324D01010,LG Electronics India Limited,Professional,machine_inferred,
LICHSGFIN,INE115A01026,LIC HOUSING FINANCE LTD,State,rev1_ai_judge,
LICI,INE0J1Y01017,LIFE INSURANCE CORPORATION,State,rev1_ai_judge,
LINDEINDIA,INE473A01011,LINDE INDIA LTD,MNC,rev1_ai_judge,
LT,INE018A01030,LARSEN & TOUBRO LTD,Professional,rev1_ai_judge,
LTF,INE498L01015,L&T FINANCE LTD,Professional,rev1_ai_judge,
LTM,INE214T01019,LTM LTD,Professional,rev1_ai_judge,
LTTS,INE010V01017,L&T TECHNOLOGY SERVICES LTD,Professional,rev1_ai_judge,
MAHABANK,INE457A01014,BANK OF MAHARASHTRA,State,rev1_ai_judge,
MARUTI,INE585B01010,MARUTI SUZUKI INDIA LTD,MNC,rev1_ai_judge,
MAZDOCK,INE249Z01020,MAZAGON DOCK SHIPBUILDERS LT,State,rev1_ai_judge,
MCX,INE745G01043,MULTI COMMODITY EXCH INDIA,Professional,rev1_ai_judge,
MGL,INE002S01010,MAHANAGAR GAS LTD,State,rev1_ai_judge,
MIDHANI,INE099Z01011,MISHRA DHATU NIGAM LTD,State,rev1_ai_judge,
MMTC,INE123F01029,MMTC LTD,State,rev1_ai_judge,
MOIL,INE490G01020,MOIL LTD,State,rev1_ai_judge,
MPHASIS,INE356A01018,MPHASIS LTD,Professional,rev1_ai_judge,
MRPL,INE103A01014,MANGALORE REFINERY & PETRO,State,rev1_ai_judge,
MSTCLTD,INE255X01014,MSTC LTD,State,rev1_ai_judge,
NAM-INDIA,INE298J01013,NIPPON LIFE INDIA ASSET MANA,MNC,rev1_ai_judge,
NATIONALUM,INE139A01034,NATIONAL ALUMINIUM CO LTD,State,rev1_ai_judge,
NBCC,INE095N01031,NBCC INDIA LTD,State,rev1_ai_judge,
NESTLEIND,INE239A01024,NESTLE INDIA LTD,MNC,rev1_ai_judge,
NETWORK18,INE870H01013,NETWORK 18 MEDIA & INVTS LTD,Professional,rev1_ai_judge,
NFL,INE870D01012,NATIONAL FERTILIZERS LTD,State,rev1_ai_judge,
NHPC,INE848E01016,NHPC LTD,State,rev1_ai_judge,
NIACL,INE470Y01017,NEW INDIA ASSURANCE CO LTD/T,State,rev1_ai_judge,
NIVABUPA,INE995S01015,Niva Bupa Health Insurance Company Limited,Professional,machine_inferred,
NLCINDIA,INE589A01014,NLC INDIA LTD,State,rev1_ai_judge,
NMDC,INE584A01023,NMDC LTD,State,rev1_ai_judge,
NSLNISP,INE0NNS01018,NMDC STEEL LTD,State,rev1_ai_judge,
NTPC,INE733E01010,NTPC LTD,State,rev1_ai_judge,
NUVAMA,INE531F01023,Nuvama Wealth Management Limited,Professional,machine_inferred,
OFSS,INE881D01027,ORACLE FINANCIAL SERVICES,MNC,rev1_ai_judge,
OIL,INE274J01014,OIL INDIA LTD,State,rev1_ai_judge,
ONGC,INE213A01029,OIL & NATURAL GAS CORP LTD,State,rev1_ai_judge,
ORKLAINDIA,INE16NZ01023,Orkla India Limited,Professional,machine_inferred,
PAYTM,INE982J01020,ONE 97 COMMUNICATIONS LTD,Professional,rev1_ai_judge,
PETRONET,INE347G01014,PETRONET LNG LTD,State,rev1_ai_judge,
PFC,INE134E01011,POWER FINANCE CORPORATION,State,rev1_ai_judge,
PFIZER,INE182A01018,PFIZER LIMITED,MNC,rev1_ai_judge,
PGHH,INE179A01014,PROCTER & GAMBLE HYGIENE,MNC,rev1_ai_judge,
PGHL,INE199A01012,PROCTER & GAMBLE HEALTH LTD,MNC,rev1_ai_judge,
PNB,INE160A01022,PUNJAB NATIONAL BANK,State,rev1_ai_judge,
PNBHOUSING,INE572E01012,PNB HOUSING FINANCE LTD,Professional,rev1_ai_judge,
POLICYBZR,INE417T01026,PB FINTECH LTD,Professional,rev1_ai_judge,
POWERGRID,INE752E01010,POWER GRID CORP OF INDIA LTD,State,rev1_ai_judge,
POWERINDIA,INE07Y701011,HITACHI ENERGY INDIA LTD,MNC,rev1_ai_judge,
PSB,INE608A01012,PUNJAB & SIND BANK,State,rev1_ai_judge,
PTC,INE877F01012,PTC INDIA LTD,State,rev1_ai_judge,
RAILTEL,INE0DD101019,RAILTEL CORP OF INDIA LTD,State,rev1_ai_judge,
RALLIS,INE613A01020,Rallis India Limited,Professional,machine_inferred,
RBA,INE07T201019,RESTAURANT BRANDS ASIA LTD,Professional,rev1_ai_judge,
RBLBANK,INE976G01028,RBL BANK LTD,Professional,rev1_ai_judge,
RCF,INE027A01015,RASHTRIYA CHEMICALS & FERT,State,rev1_ai_judge,
RECLTD,INE020B01018,REC LTD,State,rev1_ai_judge,
REDINGTON,INE891D01026,REDINGTON LTD,MNC,rev1_ai_judge,
RELIGARE,INE621H01010,RELIGARE ENTERPRISES LTD,Professional,rev1_ai_judge,
RENUKA,INE087H01022,SHREE RENUKA SUGARS LTD,MNC,rev1_ai_judge,
RHIM,INE743M01012,RHI MAGNESITA INDIA LTD,MNC,rev1_ai_judge,
RITES,INE320J01015,RITES LTD,State,rev1_ai_judge,
RVNL,INE415G01027,RAIL VIKAS NIGAM LTD,State,rev1_ai_judge,
SAGILITY,INE0W2G01015,SAGILITY LIMITED,Professional,machine_inferred,
SAIL,INE114A01011,STEEL AUTHORITY OF INDIA,State,rev1_ai_judge,
SAMMAANCAP,INE148I01020,SAMMAAN CAPITAL LTD,Professional,rev1_ai_judge,
SANOFI,INE058A01010,SANOFI INDIA LTD,MNC,rev1_ai_judge,
SAPPHIRE,INE806T01020,SAPPHIRE FOODS INDIA LTD,Professional,rev1_ai_judge,
SBFC,INE423Y01016,SBFC FINANCE LTD,Professional,rev1_ai_judge,
SBICARD,INE018E01016,SBI CARDS & PAYMENT SERVICES,State,rev1_ai_judge,
SBILIFE,INE123W01016,SBI LIFE INSURANCE CO LTD,State,rev1_ai_judge,
SBIN,INE062A01020,STATE BANK OF INDIA,State,rev1_ai_judge,
SCHAEFFLER,INE513A01022,SCHAEFFLER INDIA LTD,MNC,rev1_ai_judge,
SCHNEIDER,INE839M01018,SCHNEIDER ELECTRIC INFRASTRU,MNC,rev1_ai_judge,
SCI,INE109A01011,SHIPPING CORP OF INDIA LTD,State,rev1_ai_judge,
SIEMENS,INE003A01024,SIEMENS LTD,MNC,rev1_ai_judge,
SJVN,INE002L01015,SJVN LTD,State,rev1_ai_judge,
SKFINDIA,INE640A01023,SKF INDIA LTD,MNC,rev1_ai_judge,
SKFINDUS,INE2J8701016,SKF India (Industrial) Limited,Professional,machine_inferred,
SOUTHBANK,INE683A01023,SOUTH INDIAN BANK LTD,Professional,rev1_ai_judge,
SUMICHEM,INE258G01013,Sumitomo Chemical India Limited,Professional,machine_inferred,
SWIGGY,INE00H001014,SWIGGY LTD,Professional,rev1_ai_judge,
TATACAP,INE976I01016,Tata Capital Limited,Professional,machine_inferred,
TATACHEM,INE092A01019,TATA CHEMICALS LTD,Professional,rev1_ai_judge,
TATACOMM,INE151A01013,TATA COMMUNICATIONS LTD,Professional,rev1_ai_judge,
TATACONSUM,INE192A01025,TATA CONSUMER PRODUCTS LTD,Professional,rev1_ai_judge,
TATAELXSI,INE670A01012,TATA ELXSI LTD,Professional,rev1_ai_judge,
TATAINVEST,INE672A01026,Tata Investment Corporation Limited,Professional,machine_inferred,
TATAPOWER,INE245A01021,TATA POWER CO LTD,Professional,rev1_ai_judge,
TATASTEEL,INE081A01020,TATA STEEL LTD,Professional,rev1_ai_judge,
TATATECH,INE142M01025,Tata Technologies Limited,Professional,machine_inferred,
TCS,INE467B01029,TATA CONSULTANCY SVCS LTD,Professional,rev1_ai_judge,
TEJASNET,INE010J01012,TEJAS NETWORKS LTD,Professional,rev1_ai_judge,
TENNIND,INE19RI01016,Tenneco Clean Air India Limited,Professional,machine_inferred,
THELEELA,INE0AQ201015,Leela Palaces Hotels & Resorts Limited,Professional,machine_inferred,
THOMASCOOK,INE332A01027,Thomas Cook  (India)  Limited,Professional,machine_inferred,
THYROCARE,INE594H01019,Thyrocare Technologies Limited,Professional,machine_inferred,
TIMKEN,INE325A01013,TIMKEN INDIA LTD,MNC,rev1_ai_judge,
TITAN,INE280A01028,TITAN CO LTD,Professional,rev1_ai_judge,
TMB,INE668A01016,TAMILNAD MERCANTILE BANK,Professional,rev1_ai_judge,
TMCV,INE1TAE01010,Tata Motors Limited,Professional,machine_inferred,
TMPV,INE155A01022,TATA MOTORS PASSENGER VEHICL,Professional,rev1_ai_judge,
TRENT,INE849A01020,TRENT LTD,Professional,rev1_ai_judge,
TTML,INE517B01013,TATA TELESERVICES MAHARASHTR,Professional,rev1_ai_judge,
UBL,INE686F01025,UNITED BREWERIES LTD,MNC,rev1_ai_judge,
UCOBANK,INE691A01018,UCO BANK,State,rev1_ai_judge,
UJJIVANSFB,INE551W01018,UJJIVAN SMALL FINANCE BANK L,Professional,rev1_ai_judge,
UNIONBANK,INE692A01016,UNION BANK OF INDIA,State,rev1_ai_judge,
UNITDSPR,INE854D01024,UNITED SPIRITS LTD,MNC,rev1_ai_judge,
UTIAMC,INE094J01016,UTI ASSET MANAGEMENT CO LTD,Professional,rev1_ai_judge,
UTKARSHBNK,INE735W01017,UTKARSH SMALL FINANCE BANK L,abb,rev1_ai_judge,
VIYASH,INE807F01027,Viyash Scientific Limited,Professional,machine_inferred,
VOLTAS,INE226A01021,VOLTAS LTD,Professional,rev1_ai_judge,
WHIRLPOOL,INE716A01013,WHIRLPOOL OF INDIA LTD,MNC,rev1_ai_judge,
YESBANK,INE528G01035,YES BANK LTD,Professional,rev1_ai_judge,
ZFCVINDIA,INE342J01019,ZF COMMERCIAL VEHICLE CONTRO,MNC,rev1_ai_judge,
,INE001A01036,HOUSING DEVELOPMENT FINANCE,Professional,rev1_ai_judge,
,INE043D01016,IDFC LTD,Professional,rev1_ai_judge,
,INE0BWS23018,ALTIUS TELECOM INFRASTRUCTUR,Professional,rev1_ai_judge,
,INE0FDU25010,BROOKFIELD INDIA REAL ESTATE,MNC,rev1_ai_judge,
,INE0GGX23010,POWERGRID INFRASTRUCTURE INV,State,rev1_ai_judge,
,INE0NDH25011,NEXUS SELECT TRUST,Professional,rev1_ai_judge,
,INE334L01012,UJJIVAN FINANCIAL SERVICES L,Professional,rev1_ai_judge,
,INE493A01027,TATA COFFEE LTD,Professional,rev1_ai_judge,
,INE763G01038,ICICI SECURITIES LTD,Professional,rev1_ai_judge,
IDEA,INE669E01016,VODAFONE IDEA LTD,State,rev1_ai_judge,
